438,Pengadaan Sarung Tangan and Masker sub kegiatan Pelaksanaan Pemusnahan Arsip yang Memiliki Retensi di Bawah 10 Tahun,425500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,August 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65692053
439,"Pengadaan ATK, Kertas Cover, and Bahan komputer sub Kegiatan Akuisisi, Pengolahan, Preservasi, and Akses Arsip Statis",548600,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65690074
440,Pengadaan Spanduk sub Kegiatan Pemeliharaan and Penyusutan Arsip Dinamis,170400,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65676426
441,Pengadaan Bahan Cetak Lomba Perpustakaan Desa Terbaik,1214100,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65636294
442,Pengadaan Alat Tulis kantor (Bimtek Kepenulisan),3313500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65632488
443,Pengadaan Alat Pendingin Sub Keg Pengadaan Peralatan and Mesin Lainnya,9647500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65319632
444,Pengadaan  Alat Tulis Kantor and Kertas Cover Kegiatan penyelenggaraan persandian,345400,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,"DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN","Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66167648
445,Nutrijel kelapa,51000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,PUSKESMAS PANCANA,"Sulawesi Selatan, Barru (Kab.)",66170791
446,Foto Copy Formulir OVM,10260,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,April 2026,Kab. Barru,PUSKESMAS DOI-DOI,"Sulawesi Selatan, Barru (Kab.)",66175413
447,Minyak Goreng,22200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,April 2026,Kab. Barru,PUSKESMAS DOI-DOI,"Sulawesi Selatan, Barru (Kab.)",66164935
448,Snack Pelaksanaan Kelas Ibu Balita,14832000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,April 2026,Kab. Barru,PUSKESMAS DOI-DOI,"Sulawesi Selatan, Barru (Kab.)",66171290
449,Foto Copy,61560,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,PUSKESMAS PANCANA,"Sulawesi Selatan, Barru (Kab.)",66174855
450,Foto Copy Pelacakan Kasus Kematian Ibu,29640,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALAKKA,"Sulawesi Selatan, Barru (Kab.)",66168606
451,Beras,79500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALAKKA,"Sulawesi Selatan, Barru (Kab.)",66167986
452,Snack  Pembekalan and Evaluasi Pelaksanaan Pemberian Makanan Tambahan (PMT) Pemulihan Berbahan Pangan Lokal,370800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALAKKA,"Sulawesi Selatan, Barru (Kab.)",66167972
453,Tempe,15800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALAKKA,"Sulawesi Selatan, Barru (Kab.)",66167974
454,Wortel,27200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALAKKA,"Sulawesi Selatan, Barru (Kab.)",66167982
455,Snack Monitoring and Evaluasi Kegiatan Posyandu Bidang Kesehatan di Wilayah Desa/Kelurahan,1648000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALAKKA,"Sulawesi Selatan, Barru (Kab.)",66167711
456,Gula Merah,153300,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66168183
457,Nasi,826500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66168176
458,Nasi,655500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66168956
459,Minyak Goreng,30000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,PUSKESMAS LISU,"Sulawesi Selatan, Barru (Kab.)",66172031
460,Wortel,27200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,PUSKESMAS LISU,"Sulawesi Selatan, Barru (Kab.)",66172018
461,Belanja Modal Peralatan and Mesin BLUD,183000700,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS LISU,"Sulawesi Selatan, Barru (Kab.)",66165076
462,Pembekalan and evaluasi pelaksanaan Pemberian Makanan Tambahan (PMT) pemulihan berbahan pangan lokal,47700,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,PUSKESMAS MANGKOSO,"Sulawesi Selatan, Barru (Kab.)",66164094
463,Pembekalan and evaluasi pelaksanaan Pemberian Makanan Tambahan (PMT) pemulihan berbahan pangan lokal,61200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,PUSKESMAS MANGKOSO,"Sulawesi Selatan, Barru (Kab.)",66164080
464,Pengadaan Snack Kegiatan Monitoring Evaluasi Kegiatan Posyandu di Wilayah UPKD/K,865200,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,PUSKESMAS MANGKOSO,"Sulawesi Selatan, Barru (Kab.)",66164004
465,NasiPertemuan Pemberdayaan kader masyarakat terlibat dalam pencegahan penyakit Tidak menular and Tidak Menular,712500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,PUSKESMAS PEKKAE,"Sulawesi Selatan, Barru (Kab.)",66178910
466,Foto CopyPertemuan Pemberdayaan kader masyarakat terlibat dalam pencegahan penyakit Tidak menular and Tidak Menular,53580,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,PUSKESMAS PEKKAE,"Sulawesi Selatan, Barru (Kab.)",66178912
467,Belanja Nasi Dos Kegiatan Intervensi Pemberdayaan Masyarakat berdasarkan Siklus Hidup di Pustu and Unit Pelayanan Kesehatan Desa/Kelurahan (UPKD/K),598500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,April 2026,Kab. Barru,PUSKESMAS PADONGKO,"Sulawesi Selatan, Barru (Kab.)",66172279
468,Belanja Snack Kegiatan Pembinaan Forum Kecamatan and Kelurahan/Desa Sehat (KKS),257500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,April 2026,Kab. Barru,PUSKESMAS PADONGKO,"Sulawesi Selatan, Barru (Kab.)",66180117
469,Belanja Nasi Kotak Kegiatan Pembinaan Forum Kecamatan and Kelurahan/Desa Sehat (KKS),712500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,April 2026,Kab. Barru,PUSKESMAS PADONGKO,"Sulawesi Selatan, Barru (Kab.)",66180114
470,Belanja Tagihan Air,1260000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,DINAS PETERNAKAN DAN KESEHATAN HEWAN,"Sulawesi Selatan, Barru (Kab.)",66159523
471,Pengadaan N2 Cair Sub Kegiatan : Pemanfaatan SDG Hewan/Tanaman,34544000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS PETERNAKAN DAN KESEHATAN HEWAN,"Sulawesi Selatan, Barru (Kab.)",66161961
472,Pengadaan Tabung Gas Sub Kegiatan : Penyediaan Peralatan Rumah Tangga,198600,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,DINAS PETERNAKAN DAN KESEHATAN HEWAN,"Sulawesi Selatan, Barru (Kab.)",66154441
473,Pengadaan Alat and Obat Peternakan DPKH,71739100,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS PETERNAKAN DAN KESEHATAN HEWAN,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66185432
474,Foto Copy,17100,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS MADELLO,"Sulawesi Selatan, Barru (Kab.)",66164232
475,Snack,1483200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS MADELLO,"Sulawesi Selatan, Barru (Kab.)",66172141
476,Foto Copy,57000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS MADELLO,"Sulawesi Selatan, Barru (Kab.)",66164230
477,pengadaan makan minum kegiatan,267800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS MADELLO,"Sulawesi Selatan, Barru (Kab.)",66164493
478,Nasi,940500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS MADELLO,"Sulawesi Selatan, Barru (Kab.)",66173043
479,Belanja Jasa Penyusunan Buku Sejarah,23840000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,February 2026,Kab. Barru,DINAS PENDIDIKAN DAN KEBUDAYAAN,"Sulawesi Selatan, Barru (Kab.)",66219775
480,Belanja Modal Peralatan and Mesin Terminal Tipe A,136325000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kementerian Perhubungan,BALAI PENGELOLA TRANSPORTASI DARAT KELAS II SULAWESI SELATAN,"Sulawesi Selatan, Bone (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Pare-Pare (Kota)",66189281
481,Pengadaan ATK Jamsos,616800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PERINDUSTRIAN, PERDAGANGAN DAN TENAGA KERJA","Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66245224
482,Pengadaan Dekorasi Stand Rakerda (Pameran Kriya Nusa),15000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,"DINAS PERINDUSTRIAN, PERDAGANGAN DAN TENAGA KERJA","Sulawesi Selatan, Barru (Kab.)",66170863
483,Pengadaan Foto Copy Fasilitasi Distribusi Perdagangan,562590,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PERINDUSTRIAN, PERDAGANGAN DAN TENAGA KERJA","Sulawesi Selatan, Barru (Kab.)",66170217
484,"Pengadaan makanan and minuman rapat koordinasi bidang kemasyarakatan, rapat koordinasi bidang pembangunan, rapat koordinasi bidang pemerintahan, and rapat rutin staf Kecamatan",6870600,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66173833
485,"Pengadaan Sewa Kursi Sub Kegiatan : Penanganan Dampak Perubahan Iklim (DPI) Tanaman Pangan, Hortikultura, and Perkebunan",450000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66213551
486,Pengadaan Sevice Peralatan Eletronik Kantor Sub Kegiatan : Penyediaan Jasa Peralatan and Perlengkapan Kantor,1950000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66221406
487,Pengadaan Benih Sub Kegiatan : Pemberdayaan Masyarakat dalam Penganekaragaman Konsumsi Pangan Berbasis Sumber Daya Lokal,34848000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66223059
488,"Pengadaan Cetak Undangan and Spanduk Sub Kegiatan : Penanganan Dampak Perubahan Iklim (DPI) Tanaman Pangan, Hortikultura, and Perkebunan",565800,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66213547
489,Pengadaan Cetak Spanduk Kec. Soppeng Riaja,1533600,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66259261
490,Pengadaan Alat and Bahan Rumah Tangga,1119500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66104258
491,Pengadaan Perlengkapan Dapur and Ruangan Lainnya,5963000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66257920
492,Pengadaan Karangan Bunga,2200000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66260434
493,Belanja Natura and Pakan-Natura and Pakan Lainnya,7365000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66243314
494,Pengadaan Natura and Pakan-Natura and Pakan Lainnya,1370000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66258764
495,Pengadaan Pakaian Upacara Paskibraka Kecamatan Mallusetasi,7377500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66271612
496,Pengadaan Pakaian Batik Kelurahan Bojo Baru,10215000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66221282
497,Pengadaan Makanan and Minuman Kegiatan Penyuluhan Kelurahan,7760000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66219513
498,Pengadaan Makanan and Minuman Kegiatan Musyawarah Mappalili Tingkat Kec. Mallusetasi,1629600,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66205097
499,Service AC Pemeliharaan Peralatan and Mesin Lainnya,4000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66201988
500,Pengadaan ATK Forum Koordinasi Pimpinan di Kecamatan,70000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66271761
