342,Belanja Bahan,34000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kementerian Agraria and Tata Ruang/BPN,Kantor Pertanahan KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",64484837
343,Belanja Barang Persediaan Barang Konsumsi,42000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kementerian Agraria and Tata Ruang/BPN,Kantor Pertanahan KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",64485017
344,Belanja Bahan,200000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kementerian Agraria and Tata Ruang/BPN,Kantor Pertanahan KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",64929701
345,"Belanja Sewa Hotel Diklat Peningkatan Kompetensi SMP, Pelatihan Guru Pembina Olimpiade MIPA SMP, Pelatihan Kompetensi Pendidik Pendidikan Inklusi SMP",6000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,February 2026,Kab. Barru,DINAS PENDIDIKAN DAN KEBUDAYAAN,"Sulawesi Selatan, Barru (Kab.)",63811805
346,Pengadaan Materai,798000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,February 2026,Kab. Barru,DINAS PENDIDIKAN DAN KEBUDAYAAN,"Sulawesi Selatan, Barru (Kab.)",63808178
347,Pengadaan Makan and Minum Rapat Koordinasi and Konsultasi SKPD,1188000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,BAGIAN PEREKONOMIAN DAN SDA,"Sulawesi Selatan, Barru (Kab.)",65732588
348,Pengadaan BMHP PKD,1165624340,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66199973
349,Tagihan Listrik Kecamatan,10431150,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,KECAMATAN PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66174037
350,Pengadaan Pakaian Olahraga PKK kecamatan,6527400,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66171811
351,"Pengadaan makanan and minuman  Rapat Mappalili, Musrembang, Pra Musrembang and Musrembang Anak Kecamatan",10864000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66170645
352,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,115400,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306435
353,Belanja Makanan and Minuman Rapat,11640000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66173372
354,Belanja Makanan and Minuman Rapat,9700000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66307344
355,Belanja Pemeliharaan Komputer-Komputer Unit-Komputer Unit Lainnya,2500000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306944
356,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,70000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306235
357,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,307200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66337654
358,Pengadaan  Tabung Gas Kecamatan,300000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,February 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",64884608
359,Pengadaan  makanan and minuman tamu Tanete 2,200000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65909603
360,Pengadaan Alat tulis penyusunan profil kel lalolang,249700,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65906465
361,"Pengadaan makanan and minuman musrenbang lingkungan, musrenbang kel, musrenbang anak, rembuk stunting  kel. Tanete",7372000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65897508
362,Belanja Strip HB Kegiatan Pelayanan Kesehatan Ibu Hamil,32868000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66290768
363,Pengadaan ATK Rekonstruksi Jalan,1236500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,"DINAS PEKERJAAN UMUM, TATA RUANG, PERUMAHAN DAN KAWASAN PEMUKIMAN","Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66304386
364,Snack,5932800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS BOJO BARU,"Sulawesi Selatan, Barru (Kab.)",66306279
365,Pengadaan Makanan and Minuman Rapat Subkeg. Koordinasi Antar Lembaga (Dafduk),3104000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,"Sulawesi Selatan, Barru (Kab.)",66291807
366,Pengadaan ATK Jamsos,616800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PERINDUSTRIAN, PERDAGANGAN DAN TENAGA KERJA","Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66245224
367,Pengadaan Dekorasi Stand Rakerda (Pameran Kriya Nusa),15000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,"DINAS PERINDUSTRIAN, PERDAGANGAN DAN TENAGA KERJA","Sulawesi Selatan, Barru (Kab.)",66170863
368,Pengadaan Foto Copy Fasilitasi Distribusi Perdagangan,562590,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PERINDUSTRIAN, PERDAGANGAN DAN TENAGA KERJA","Sulawesi Selatan, Barru (Kab.)",66170217
369,"Pengadaan makanan and minuman rapat koordinasi bidang kemasyarakatan, rapat koordinasi bidang pembangunan, rapat koordinasi bidang pemerintahan, and rapat rutin staf Kecamatan",6870600,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66173833
370,"Pengadaan Sewa Kursi Sub Kegiatan : Penanganan Dampak Perubahan Iklim (DPI) Tanaman Pangan, Hortikultura, and Perkebunan",450000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66213551
371,Pengadaan Sevice Peralatan Eletronik Kantor Sub Kegiatan : Penyediaan Jasa Peralatan and Perlengkapan Kantor,1950000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66221406
372,Pengadaan Benih Sub Kegiatan : Pemberdayaan Masyarakat dalam Penganekaragaman Konsumsi Pangan Berbasis Sumber Daya Lokal,34848000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66223059
373,"Pengadaan Cetak Undangan and Spanduk Sub Kegiatan : Penanganan Dampak Perubahan Iklim (DPI) Tanaman Pangan, Hortikultura, and Perkebunan",565800,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66213547
374,Pengadaan Pakaian Upacara Paskibraka Kecamatan Mallusetasi,7377500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66271612
375,Pengadaan Pakaian Batik Kelurahan Bojo Baru,10215000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66221282
376,Pengadaan Makanan and Minuman Kegiatan Penyuluhan Kelurahan,7760000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66219513
377,Pengadaan Makanan and Minuman Kegiatan Musyawarah Mappalili Tingkat Kec. Mallusetasi,1629600,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66205097
378,Service AC Pemeliharaan Peralatan and Mesin Lainnya,4000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66201988
379,Pengadaan ATK Forum Koordinasi Pimpinan di Kecamatan,70000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66271761
380,Belanja Suku Cadang-Suku Cadang Lainnya,10896000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS LINGKUNGAN HIDUP,"Sulawesi Selatan, Barru (Kab.)",66165242
381,"Pengadaan Jasa Iklan/Reklame, Film, and Pemotretan",6000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,"Sulawesi Selatan, Barru (Kab.)",66282648
382,Pengadaan Leflet and Spanduk Subkeg. Sosialisasi Terkait Pengelolaan Informasi Administrasi Kependudukan PIAK,4165800,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,"Sulawesi Selatan, Barru (Kab.)",66282645
383,Pengadaan Cetak Spanduk Kec. Soppeng Riaja,1533600,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66259261
384,Pengadaan Alat and Bahan Rumah Tangga,1119500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66104258
385,Pengadaan Perlengkapan Dapur and Ruangan Lainnya,5963000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66257920
386,Pengadaan Karangan Bunga,2200000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66260434
387,Belanja Natura and Pakan-Natura and Pakan Lainnya,7365000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66243314
388,Pengadaan Natura and Pakan-Natura and Pakan Lainnya,1370000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66258764
389,Pengadaan Makan Minum Kegiatan Penaikan and Penurunan Bendera,9940000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66163948
390,Pengadaan Makan Minum Mappalili Tk.Kelurahan,5809700,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66222747
391,"Pengadaan Makan Minum Pra Musrenbang, Musrenbang, and Musrenbang Anak",10500000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66158035
392,Pengadaan Makanan Tamu,644000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66104950
393,Pengadaan Alat Tulis kantor  Lalolang,7198300,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65921002
394,Pengadaan Suku Cadang,5500000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,"Sulawesi Selatan, Barru (Kab.)",66026001
395,Pengadaan Minum  Kegiatan Metadata and Pendampingan OPD EPSS 2026 - Air Mineral,175000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN","Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",65665019
396,"Pengadaan Foto Copy Sub.keg Penyusunan Dokumen Perencanaan Perangkat daerah, RKA-SKPD and DPA-SKPD",342000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",65695588
397,Pengadaan Sarung Tangan and Masker sub kegiatan Pelaksanaan Pemusnahan Arsip yang Memiliki Retensi di Bawah 10 Tahun,425500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,August 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65692053
398,"Pengadaan ATK, Kertas Cover, and Bahan komputer sub Kegiatan Akuisisi, Pengolahan, Preservasi, and Akses Arsip Statis",548600,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65690074
399,Pengadaan Spanduk sub Kegiatan Pemeliharaan and Penyusutan Arsip Dinamis,170400,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65676426
400,Pengadaan Bahan Cetak Lomba Perpustakaan Desa Terbaik,1214100,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65636294
401,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,115400,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306435
402,Belanja Makanan and Minuman Rapat,11640000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66173372
403,Belanja Makanan and Minuman Rapat,9700000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66307344
404,Belanja Pemeliharaan Komputer-Komputer Unit-Komputer Unit Lainnya,2500000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306944
405,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,70000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306235
406,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,307200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66337654
407,Pengadaan BMHP PKD,1165624340,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66199973
408,Pengadaan ATK and Kertas Operasional Pelayanan Fasilitas Kesehatan Lainnya,4334000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66417363
409,Pengadaan Obat-oabatan-Obat-Obatan Lainnya,399974000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66198297
410,Pengadaan Makan and Minum Rapat kebugaran jamaah Haji and ASN,3603000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66198511
411,Pengadaan Belanja Listrik,10500011,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66063310
412,Pengadaan Alat Bahan Pembersih,485300,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",65907505
413,Pengadaan Jasa Servis Printer,1065000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",66059058
414,Pengadaan ATK Kegiatan Pemeliharaan Kapal BANAWA,70000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",66059259
415,Pengadaan Jasa Servis AC,1000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",66059057
416,Pengadaan Jasa Penjilidan Laporan Minuman Jamuan Tamu,22800,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",65928819
417,Pengadaan Jasa Cetakan and Penggandaan Rutin,906940,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",65923165
418,Belanja Makanan and Minuman Rapat Sub Kegiatan Pelaksanaan Reses,145500000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,SEKRETARIAT DPRD,"Sulawesi Selatan, Barru (Kab.)",66020792
419,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor Sub Kegiatan Pelaksanaan Reses,3189000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,SEKRETARIAT DPRD,"Sulawesi Selatan, Barru (Kab.)",66020790
420,Pengadaan Makan Minum Bakohumas,4500000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN BALUSU,"Sulawesi Selatan, Barru (Kab.)",66077353
421,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas and Cover Sub Kegiatan Koordinasi and Konsultasi DPRD,748800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,SEKRETARIAT DPRD,"Sulawesi Selatan, Barru (Kab.)",66021025
422,Bahan Pelatihan Operator Komputer Muda (260 JP),12720000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,May 2026,Kementerian Ketenagakerjaan,Balai Pelatihan Vokasi and Produktivitas Pangkajene and Kepulauan,"Sulawesi Selatan, Barru (Kab.)",63545028
423,Pengadaan  Tabung Gas Kecamatan,300000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,February 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",64884608
424,Pengadaan  makanan and minuman tamu Tanete 2,200000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65909603
425,Pengadaan Alat tulis penyusunan profil kel lalolang,249700,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65906465
426,"Pengadaan makanan and minuman musrenbang lingkungan, musrenbang kel, musrenbang anak, rembuk stunting  kel. Tanete",7372000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65897508
427,Pengadaan Alat Rumah Tangga Kelurahan Bojo Baru,2761100,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,May 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66178595
428,Pengadaan Bahan Tinta PENDATAAN DAN PENDAFTARAN OBJEK PAJAK DAERAH,2583000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Barru (Kab.)",66195095
429,Pengadaan Pembayaran Jaringan Internet,24000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Barru (Kab.)",66195084
430,Pengadaan Cetak Blangko,68120000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Barru (Kab.)",66195072
431,"Foto Copy pada Penguatan Tata Kelola Kelembagaan Koperasi, Pelaksanaan Penilaian Kesehatan KSP/USP Koperasi Kewenangan Kabupaten/Kota serta Peningkatan Pemahaman and Pengetahuan Perkoperasian serta Kapasitas and Kompetensi SDM Koperasi",4102860,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,"DINAS KOPERASI, USAHA KECIL DAN MENENGAH","Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66117409
432,Belanja Barang and Jasa BLUD,2034733100,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALANRO,"Sulawesi Selatan, Barru (Kab.)",66167282
433,Nasi,2137500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALANRO,"Sulawesi Selatan, Barru (Kab.)",66167598
434,Nasi,855000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALANRO,"Sulawesi Selatan, Barru (Kab.)",66169566
435,Snack,309000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALANRO,"Sulawesi Selatan, Barru (Kab.)",66169565
436,Snack,875500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS PALANRO,"Sulawesi Selatan, Barru (Kab.)",66167602
437,"Pengadaan Foto Copy Sub.keg Penyusunan Dokumen Perencanaan Perangkat daerah, RKA-SKPD and DPA-SKPD",342000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",65695588
