516,Paket meeting fullday penyelenggaraan pelatihan petugas survei-survei di neraca produksi,1221000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,December 2025,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",66546743
517,Pencetakan Kuesioner Survei Harga Produsen 2027,1999000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,December 2025,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",66547472
518,perlengkapan pelatihan petugas survei statistik pertambangan and energi,300000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,December 2025,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",66547564
519,pencetakan kuesioner lapangan Susenas september,3003000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,December 2025,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",66549453
520,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,6371700,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,SEKRETARIAT DPRD,"Sulawesi Selatan, Barru (Kab.)",66021532
521,Kebutuhan Rumah Tangga Kantor DPRD,1129800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,SEKRETARIAT DPRD,"Sulawesi Selatan, Barru (Kab.)",66021484
522,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas and Cover,728000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,SEKRETARIAT DPRD,"Sulawesi Selatan, Barru (Kab.)",66020929
523,Pengadaan Makan and Minum Harian Pegawai,9120000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,DINAS PENDIDIKAN DAN KEBUDAYAAN,"Sulawesi Selatan, Barru (Kab.)",66585482
524,Pengadaan Rompi Lapangan,9876000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,April 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66614316
525,Pengadaan Amplop,68200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,April 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66614283
526,Pengadaan Nasi Dos,2052000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,April 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66614293
527,Pengadaan Belanja Tagihan Air,6048000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66629971
528,Belanja Penyediaan Peralatan Rumah Tangga Pimpinan DPRD,120857300,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,SEKRETARIAT DPRD,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66387134
529,Pengadaan Cetak Spanduk and id card Kegiatan Pelatihan Keamanan Pangan Siap Saji Bagi Penjamah Pangan,1639200,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66454215
530,Pengadaan Bahan Cetak Pemeriksaan Sarana IRTP and Balngko CAPA,2565000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66200817
531,Belanja Makanan and Minuman Kesehatan Jiwa,2095200,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66202131
532,Pengadaan Cetak Spanduk,3408000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66300373
533,Pengadaan Alat Tulis Kantor (Jasa Surat Menyurat) Dinas Kesehatan,30054500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66374095
534,Pengadaan Pemeliharaan Kendaraan Dinas Roda Empat,14000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66279784
535,Pengadaan pemeliharaan kendaraan dinas roda dua,10000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,February 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66279785
536,Belanja Makanan and Minuman Pertemuan Penyusunan Perencanaan,1164000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66457171
537,Pengadaan Makan Minum Harian Pegawai,22800000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN BALUSU,"Sulawesi Selatan, Barru (Kab.)",66223391
538,Pengadaan Belanja Makan and Minum BIMTEK Penerapan CPPOB-IRTP Bagi Pelaku Usaha,4207500,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66469669
539,Pengadaan Obat-oabatan-Obat-Obatan Lainnya,399974000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66198297
540,Pengadaan Makan and Minum Rapat kebugaran jamaah Haji and ASN,3603000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66198511
541,Pengadaan Belanja Listrik,10500011,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66063310
542,pencetakan kuesioner survei pertambangan and energi,130000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,December 2025,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",66566064
543,pencetakan kuesioner pencacahan vimk26 tahunan (vimk26-s2),517000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,December 2025,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",66566062
544,"Pengadaan atk, kertas, and bahan cetak Kab/Kot",12250000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,December 2025,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",66566023
545,perlengkapan petugas KSA,3000000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,December 2025,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",66566676
546,Papan Tulis,1000000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,December 2025,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",66566681
547,Konsumsi Desa Cantik,2550000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,December 2025,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB BARRU,"Sulawesi Selatan, Barru (Kab.)",66566853
548,"Pengadaan Sewa Alat Kantor Lainnya sub kegiatan Pendampingan Penyelenggaraan Pelaksanaan Kebijakan Pemenuhan Hak Anak pada Lembaga Pemerintah, Non Pemerintah, Media and Dunia Usaha Kewenangan Kabupaten/Kota",555000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK","Sulawesi Selatan, Barru (Kab.)",66482808
549,Pengadaan Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor sub kegiatan Advokasi and sosialisasi pencegahan KtA kepada pengambil kebijakan and pemangku kepentingan Kewenangan Kabupaten/Kota,4305100,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK","Sulawesi Selatan, Barru (Kab.)",66483135
550,Pengadaan Makanan and Minuman Aktivitas Lapangan sub kegiatan layanan rumah perlindungan bagi Anak Korban Kekerasan Tingkat Kabupaten/Kota,32592000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK","Sulawesi Selatan, Barru (Kab.)",66483349
551,"Pengadaan Makanan and Minuman Rapat sub kegiatan Penyediaan, Penyajian, and Pemanfaatan Data Gender and Anak Kabupaten/Kota",4656000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK","Sulawesi Selatan, Barru (Kab.)",66482734
552,Pengadaan Makanan and Minuman Rapat sub  layanan gelar kasus bagi Anak Korban Kekerasan Tingkat Kabupaten/Kota,3492000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK","Sulawesi Selatan, Barru (Kab.)",66220171
553,"Pengadaan Sewa Alat Kantor Lainnya sub kegiatan  Advokasi Kebijakan and Pendampingan Peningkatan Partisipasi Perempuan dalam Politik, Hukum, Sosial and Ekonomi",300000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK","Sulawesi Selatan, Barru (Kab.)",66527012
554,"Pengadaan Makanan and Minuman Rapat  Advokasi Kebijakan and Pendampingan Peningkatan Partisipasi Perempuan dalam Politik, Hukum, Sosial and Ekonomi",3095000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK","Sulawesi Selatan, Barru (Kab.)",66527018
555,"Pengadaan Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor sub kegiatan Advokasi Kebijakan and Pendampingan Peningkatan Partisipasi Perempuan dalam Politik, Hukum, Sosial and Ekonomi",545300,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK","Sulawesi Selatan, Barru (Kab.)",66527019
556,Pengadaan Nasi Dos,7695000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,April 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66447883
557,Pengadaan Belanja Bahan Kertas Kantor,24071200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,BAGIAN UMUM,"Sulawesi Selatan, Barru (Kab.)",66684045
558,Pengadaan kebutuhan alat Perabot Kantor,10858100,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,BAGIAN UMUM,"Sulawesi Selatan, Barru (Kab.)",66712790
559,Pengadaan Belanja Pakaian Sipil Resmi (PSR) bupati wkail bupati,17025000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,BAGIAN UMUM,"Sulawesi Selatan, Barru (Kab.)",66709616
560,Pengadaan Belanja Isi Tabung Gas Rujab Sekda,2383200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,BAGIAN UMUM,"Sulawesi Selatan, Barru (Kab.)",66684106
561,Pengadaan Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik,73912300,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,BAGIAN UMUM,"Sulawesi Selatan, Barru (Kab.)",66707109
562,Belanja Sewa Kendaraan Dinas Bermotor Operasional/ Perorangan (non manual),532500000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,BAGIAN UMUM,"Sulawesi Selatan, Barru (Kab.)",66383517
563,Pengadaan Biaya Belanja Tagihan Listrik,5320971837,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,BAGIAN UMUM,"Sulawesi Selatan, Barru (Kab.)",66677816
564,Pengadaan Biaya Belanja Tagihan Air,388500000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,BAGIAN UMUM,"Sulawesi Selatan, Barru (Kab.)",66677817
565,Pengadaan Belanja Sewa Alat Kantor,162000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,BAGIAN UMUM,"Sulawesi Selatan, Barru (Kab.)",66677551
566,Pengadaan Snack,92700,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66063268
567,Pengadaan Snack,92700,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,April 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66063271
568,Nasi Dos,1710000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,April 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66445959
569,Pengadaan Sekop Sampah,102300,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",65841119
570,Pengadaan Keset Kaki,79500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",65841121
571,Pengadaan Natura and Pakan Natura and Pakan Lainnya,4713600,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66442872
572,Pengadaan Bahan Cetak (Lomba Video Konten),775200,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",66963527
573,Belanja Bahan Pakan Bibit Udang and Belanja Pakan Natura UPT PBAPL,142455000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Provinsi Sulawesi Selatan,DINAS KELAUTAN DAN PERIKANAN,"Sulawesi Selatan, Barru (Kab.)",66966823
574,Pengadaan Jasa Service Motor,3000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,"Sulawesi Selatan, Barru (Kab.)",67202483
575,Pemeliharaan Kapal Latih Yaitu Docking,2000000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kementerian Perhubungan,POLITEKNIK ILMU PELAYARAN MAKASSAR,"Sulawesi Selatan, Barru (Kab.)",67243264
576,Belanja Barang Operasional Lainnya - Pakaian Sosialisasi KPU (5 Org x 3 pcs),5326000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,May 2026,Komisi Pemilihan Umum,KPU  KABUPATEN BARRU,"Sulawesi Selatan, Barru (Kab.)",67246131
577,Rekonstruksi Jalan Ruas Punranga - Gattareng (G.5) (Segmen 3) (Bronjong),123087000,Pekerjaan Konstruksi,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,July 2026,Kab. Barru,"DINAS PEKERJAAN UMUM, TATA RUANG, PERUMAHAN DAN KAWASAN PEMUKIMAN","Sulawesi Selatan, Barru (Kab.)",67250730
578,Rekonstruksi Jalan Ruas Punranga - Gattareng (G.5) (Segmen 1) (Bronjong),407801000,Pekerjaan Konstruksi,Produk Dalam Negeri,Usaha Kecil/Koperasi,Tender,July 2026,Kab. Barru,"DINAS PEKERJAAN UMUM, TATA RUANG, PERUMAHAN DAN KAWASAN PEMUKIMAN","Sulawesi Selatan, Barru (Kab.)",67250745
579,Pengadaan Fotocopy and Jilid Sub Kegiatan : Evaluasi Kinerja Perangkat Daerah,248890,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66168130
580,Pengadaan makanan and minuman Rapat Koordinasi Pemutakhiran Data Sistem Informasi SDMK sub kegiatan Pemenuhan Kebutuhan SDMK Sesuai Standar,1865800,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66200232
581,Belanja Modal Peralatan and Mesin,115000000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,May 2026,Kementerian Agama,KANWIL KEMENTERIAN AGAMA PROP SULAWESI SELATAN 419365,"Sulawesi Selatan, Barru (Kab.)",67090081
582,"Pengadaan Hadiah yang Bersifat Perlombaan sub kegiatan Pendampingan Penyelenggaraan Pelaksanaan Kebijakan Pemenuhan Hak Anak pada Lembaga Pemerintah, Non Pemerintah, Media and Dunia Usaha Kewenangan Kabupaten/Kota",1500000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,"DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK","Sulawesi Selatan, Barru (Kab.)",67176740
583,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,482400,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,BADAN PENANGGULANGAN BENCANA DAERAH,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",67186501
584,Belanja Makanan and Minuman Rapat,855000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,February 2026,Kab. Barru,BADAN PENANGGULANGAN BENCANA DAERAH,"Sulawesi Selatan, Barru (Kab.)",66924524
585,Belanja Makanan and Minuman Rapat,309000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,February 2026,Kab. Barru,BADAN PENANGGULANGAN BENCANA DAERAH,"Sulawesi Selatan, Barru (Kab.)",66924500
586,Pengadaan Bahan Logistik Kantor Sub Kegiatan Penyediaan Bahan Logistik kantor,31261935,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",67075242
587,Pengadaan Suku Cadang Kendaraan Roda 2,4500000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",67075676
588,Belanja Bahan - Dukungan Penyelenggaraan Tugas and Fungsi Unit,1641000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Komisi Pemilihan Umum,KPU  KABUPATEN BARRU,"Sulawesi Selatan, Barru (Kab.)",67113962
