771,Supervisi Pengadaan and Pemasangan APJ Konvensional Lengan Tunggal Kab. Barru and Kab. Maros T.A 2026,60206000,Jasa Konsultansi,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kementerian Perhubungan,BALAI PENGELOLA TRANSPORTASI DARAT KELAS II SULAWESI SELATAN,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Maros (Kab.)",62703588
772,Supervisi Pengadaan and Pemasangan Bantuan Teknis APJ Konvensional Lengan Tunggal Kab. Barru T.A 2026,25000000,Jasa Konsultansi,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kementerian Perhubungan,BALAI PENGELOLA TRANSPORTASI DARAT KELAS II SULAWESI SELATAN,"Sulawesi Selatan, Barru (Kab.)",62703982
773,Belanja Tagihan Listrik Kecamatan,10431150,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,KECAMATAN PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66174037
774,Pengadaan Pakaian Olahraga PKK kecamatan,6527400,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66171811
775,"Pengadaan makanan and minuman  Rapat Mappalili, Musrembang, Pra Musrembang and Musrembang Anak Kecamatan",10864000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66170645
776,"Pengadaan makanan and minuman rapat koordinasi bidang kemasyarakatan, rapat koordinasi bidang pembangunan, rapat koordinasi bidang pemerintahan, and rapat rutin staf Kecamatan",6870600,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN PUJANANTING,"Sulawesi Selatan, Barru (Kab.)",66173833
777,Belanja Makanan and Minuman Rapat,11640000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66173372
778,Belanja Makanan and Minuman Rapat,9700000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66307344
779,Belanja Pemeliharaan Komputer-Komputer Unit-Komputer Unit Lainnya,2500000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306944
780,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,70000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306235
781,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,307200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66337654
782,Pengadaan  Tabung Gas Kecamatan,300000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,February 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",64884608
783,Pengadaan  makanan and minuman tamu Tanete 2,200000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65909603
784,Pengadaan Alat tulis penyusunan profil kel lalolang,249700,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65906465
785,"Pengadaan makanan and minuman musrenbang lingkungan, musrenbang kel, musrenbang anak, rembuk stunting  kel. Tanete",7372000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65897508
786,Belanja Strip HB Kegiatan Pelayanan Kesehatan Ibu Hamil,32868000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66290768
787,Pengadaan ATK Rekonstruksi Jalan,1236500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,"DINAS PEKERJAAN UMUM, TATA RUANG, PERUMAHAN DAN KAWASAN PEMUKIMAN","Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66304386
788,Snack,5932800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,January 2026,Kab. Barru,PUSKESMAS BOJO BARU,"Sulawesi Selatan, Barru (Kab.)",66306279
789,Pengadaan Makanan and Minuman Rapat Subkeg. Koordinasi Antar Lembaga (Dafduk),3104000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,"Sulawesi Selatan, Barru (Kab.)",66291807
790,Pengadaan ATK Jamsos,616800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PERINDUSTRIAN, PERDAGANGAN DAN TENAGA KERJA","Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66245224
791,Pengadaan Dekorasi Stand Rakerda (Pameran Kriya Nusa),15000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,"DINAS PERINDUSTRIAN, PERDAGANGAN DAN TENAGA KERJA","Sulawesi Selatan, Barru (Kab.)",66170863
792,Pengadaan Foto Copy Fasilitasi Distribusi Perdagangan,562590,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PERINDUSTRIAN, PERDAGANGAN DAN TENAGA KERJA","Sulawesi Selatan, Barru (Kab.)",66170217
793,"Pengadaan Sewa Kursi Sub Kegiatan : Penanganan Dampak Perubahan Iklim (DPI) Tanaman Pangan, Hortikultura, and Perkebunan",450000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66213551
794,Pengadaan Sevice Peralatan Eletronik Kantor Sub Kegiatan : Penyediaan Jasa Peralatan and Perlengkapan Kantor,1950000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66221406
795,Pengadaan Benih Sub Kegiatan : Pemberdayaan Masyarakat dalam Penganekaragaman Konsumsi Pangan Berbasis Sumber Daya Lokal,34848000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66223059
796,"Pengadaan Cetak Undangan and Spanduk Sub Kegiatan : Penanganan Dampak Perubahan Iklim (DPI) Tanaman Pangan, Hortikultura, and Perkebunan",565800,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS PANGAN, TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Barru (Kab.)",66213547
797,Pengadaan Pakaian Upacara Paskibraka Kecamatan Mallusetasi,7377500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66271612
798,Pengadaan Pakaian Batik Kelurahan Bojo Baru,10215000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66221282
799,Pengadaan Makanan and Minuman Kegiatan Penyuluhan Kelurahan,7760000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66219513
800,Pengadaan Makanan and Minuman Kegiatan Musyawarah Mappalili Tingkat Kec. Mallusetasi,1629600,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66205097
801,Service AC Pemeliharaan Peralatan and Mesin Lainnya,4000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66201988
802,Pengadaan ATK Forum Koordinasi Pimpinan di Kecamatan,70000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN MALLUSETASI,"Sulawesi Selatan, Barru (Kab.)",66271761
803,Belanja Suku Cadang-Suku Cadang Lainnya,10896000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS LINGKUNGAN HIDUP,"Sulawesi Selatan, Barru (Kab.)",66165242
804,"Pengadaan Jasa Iklan/Reklame, Film, and Pemotretan",6000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,"Sulawesi Selatan, Barru (Kab.)",66282648
805,Pengadaan Leflet and Spanduk Subkeg. Sosialisasi Terkait Pengelolaan Informasi Administrasi Kependudukan PIAK,4165800,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,"Sulawesi Selatan, Barru (Kab.)",66282645
806,Pengadaan Cetak Spanduk Kec. Soppeng Riaja,1533600,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66259261
807,Pengadaan Alat and Bahan Rumah Tangga,1119500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66104258
808,Pengadaan Perlengkapan Dapur and Ruangan Lainnya,5963000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66257920
809,Pengadaan Karangan Bunga,2200000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66260434
810,Belanja Natura and Pakan-Natura and Pakan Lainnya,7365000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66243314
811,Pengadaan Natura and Pakan-Natura and Pakan Lainnya,1370000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,INSPEKTORAT,"Sulawesi Selatan, Barru (Kab.)",66258764
812,Pengadaan Makan Minum Kegiatan Penaikan and Penurunan Bendera,9940000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66163948
813,Pengadaan Makan Minum Mappalili Tk.Kelurahan,5809700,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66222747
814,"Pengadaan Makan Minum Pra Musrenbang, Musrenbang, and Musrenbang Anak",10500000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,January 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66158035
815,Pengadaan Makanan Tamu,644000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN SOPPENG RIAJA,"Sulawesi Selatan, Barru (Kab.)",66104950
816,Pengadaan Alat Tulis kantor  Lalolang,7198300,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65921002
817,Pengadaan Suku Cadang,5500000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,"Sulawesi Selatan, Barru (Kab.)",66026001
818,Pengadaan Minum  Kegiatan Metadata and Pendampingan OPD EPSS 2026 - Air Mineral,175000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,"DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN","Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",65665019
819,"Pengadaan Foto Copy Sub.keg Penyusunan Dokumen Perencanaan Perangkat daerah, RKA-SKPD and DPA-SKPD",342000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",65695588
820,Pengadaan Sarung Tangan and Masker sub kegiatan Pelaksanaan Pemusnahan Arsip yang Memiliki Retensi di Bawah 10 Tahun,425500,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,August 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65692053
821,"Pengadaan ATK, Kertas Cover, and Bahan komputer sub Kegiatan Akuisisi, Pengolahan, Preservasi, and Akses Arsip Statis",548600,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,June 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65690074
822,Pengadaan Spanduk sub Kegiatan Pemeliharaan and Penyusutan Arsip Dinamis,170400,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65676426
823,Pengadaan Bahan Cetak Lomba Perpustakaan Desa Terbaik,1214100,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS PERPUSTAKAAN DAN KEARSIPAN,"Sulawesi Selatan, Barru (Kab.)",65636294
824,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,115400,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306435
825,Belanja Makanan and Minuman Rapat,11640000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66173372
826,Belanja Makanan and Minuman Rapat,9700000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66307344
827,Belanja Pemeliharaan Komputer-Komputer Unit-Komputer Unit Lainnya,2500000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306944
828,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,70000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66306235
829,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,307200,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RIAJA,"Sulawesi Selatan, Barru (Kab.)",66337654
830,Pengadaan BMHP PKD,1165624340,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66199973
831,Pengadaan ATK and Kertas Operasional Pelayanan Fasilitas Kesehatan Lainnya,4334000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,February 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.) | Sulawesi Selatan, Barru (Kab.)",66417363
832,Pengadaan Obat-oabatan-Obat-Obatan Lainnya,399974000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66198297
833,Pengadaan Makan and Minum Rapat kebugaran jamaah Haji and ASN,3603000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,DINAS KESEHATAN,"Sulawesi Selatan, Barru (Kab.)",66198511
834,Pengadaan Belanja Listrik,10500011,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,March 2026,Kab. Barru,"DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Sulawesi Selatan, Barru (Kab.)",66063310
835,Pengadaan Alat Bahan Pembersih,485300,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",65907505
836,Pengadaan Jasa Servis Printer,1065000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",66059058
837,Pengadaan ATK Kegiatan Pemeliharaan Kapal BANAWA,70000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",66059259
838,Pengadaan Jasa Servis AC,1000000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",66059057
839,Pengadaan Jasa Penjilidan Laporan Minuman Jamuan Tamu,22800,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",65928819
840,Pengadaan Jasa Cetakan and Penggandaan Rutin,906940,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,DINAS PERHUBUNGAN,"Sulawesi Selatan, Barru (Kab.)",65923165
841,Belanja Makanan and Minuman Rapat Sub Kegiatan Pelaksanaan Reses,145500000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,March 2026,Kab. Barru,SEKRETARIAT DPRD,"Sulawesi Selatan, Barru (Kab.)",66020792
842,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor Sub Kegiatan Pelaksanaan Reses,3189000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,SEKRETARIAT DPRD,"Sulawesi Selatan, Barru (Kab.)",66020790
843,Pengadaan Makan Minum Bakohumas,4500000,Jasa Lainnya,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,KECAMATAN BALUSU,"Sulawesi Selatan, Barru (Kab.)",66077353
844,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas and Cover Sub Kegiatan Koordinasi and Konsultasi DPRD,748800,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,March 2026,Kab. Barru,SEKRETARIAT DPRD,"Sulawesi Selatan, Barru (Kab.)",66021025
845,Bahan Pelatihan Operator Komputer Muda (260 JP),12720000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Pengadaan Langsung,May 2026,Kementerian Ketenagakerjaan,Balai Pelatihan Vokasi and Produktivitas Pangkajene and Kepulauan,"Sulawesi Selatan, Barru (Kab.)",63545028
846,Pengadaan  Tabung Gas Kecamatan,300000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,Dikecualikan,February 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",64884608
847,Pengadaan  makanan and minuman tamu Tanete 2,200000,Barang,Produk Dalam Negeri,Usaha Kecil/Koperasi,E-Purchasing,January 2026,Kab. Barru,KECAMATAN TANETE RILAU,"Sulawesi Selatan, Barru (Kab.)",65909603
